Tweet,HS,Abusive,Label,Sentiment
cuma mau ingatkan saja agar berhati hati dalam bersosial media dan menyampaikan pendapat jangan terperangkap dalam gaya komunikasi agresif provokatif tetap berada di jalan yang benar dan tetap mengelak ganti presiden yang setuju rt dan like yuk,0,0,Netral,Positive
 aduh kamu goblok ya itu sih nur sugik itu berbicara dalam acara apa ahok dalam acara apa memang ahok pernah berbicara ngentot ngentot jancuk yang pagi ahok gelar siapa a,1,1,Toxic,Negative
 proyek infrastruktur pemerintah kembali bermasalah terbaru proyek jalan tol manado bitung di tumaluntung kabupaten minahasa utara sulawesi utara ,0,0,Netral,Positive
rizal ramli pasca gubernur baru daerah khusus ibukota jakarta lebih sejuk dan tenang,0,0,Netral,Positive
 indonesia ini kan paling anti kalau ungkit partai komunis indonesia itu kan masa begitupun juga cari presiden jangan ada kaitan buruk di masa dari masa lalu hanya itu saja simpel dan indonesiabangkit ,0,0,Netral,Positive
 hehe ajarkan dong seperti apa dalam ajaran kristen ,0,0,Netral,Positive
part sebentar pak rocky saya berusaha memahami kata kata anda tapi kali ini saya sebagai orang islam tak bisa terima bahwa kitab suci saya al qur an dianggap sebagai fiksi padahal saya merasakan sendiri kalau al qur an itu fakta terjadi pada kehidupan,0,0,Netral,Positive
anak sekolah zaman now dan masuknya menjadi culun setelah lulus menjadi orang dungu ,0,1,Abusive,Negative
 jauhkanlah dari godaan setan yang terkutuk ,0,0,Netral,Positive
tangkap pelakunya jika polisi tidak bisa maka lengserkan jokowi rjim partai komunis indonesia,1,0,Hatespeech,Negative
 asyik tapi ya begitu budaya barat terus sampai ke jaman romawi suka tertukar sama critical amp cultural studies makanya pusing ,0,0,Netral,Positive
 keduluan sama cina produksi cangkul traktor penyemprot hama genset dan lain lain xf xf x x ,0,0,Netral,Positive
sesampainya di sana duduk dua duaan makan roti buaya dengar lagu kita kita menari bersama ,0,0,Netral,Positive
foto sekilas ngentot ibu kandung gue tadi malam sengaja gue kasih sekilas dulu mau lihat respon anda semua retweet gue kasih foto waktu ngentot yang full body uniform resource locator,0,1,Abusive,Negative
 kemudian pada sabtu pagi masyarakat adat badui akan kembali melanjutkan perjalanan menuju kantor gubernur banten di kawasan pusat pemerintahan provinsi banten kpb di curug kota serang sebabaduy madisa bisa,0,0,Netral,Positive
tidak papa kang yang penting pak abu nya masih iman dan tobat pasti di ampuni allah subhanahu wa taala ,0,0,Netral,Positive
cerita amp lagu sih raja monyet bagian pertama uniform resource locator,0,0,Netral,Positive
 sekarang tidak jadi ya tadinya aku mau memanggil siput kok jadi sipit sih xf xf x xad ,0,0,Netral,Positive
tetapi ini true banget kyuhyun mana ada di pantai saja pakai manset begitu udik dasar dan apa lagi jihoon ,1,1,Toxic,Negative
mari membela islam tanpa maksiat tanpa saling memaki mencaci bergibah beradu domba melaknat ,0,0,Netral,Positive
 ummar bin khattab ah kamu jablay siap poligami ,1,1,Toxic,Negative
babi betul meeting sampai jam sakit pinggang aku xf xf x xad ,0,1,Abusive,Negative
 apa banget jaringan gue mencret ,0,1,Abusive,Negative
seorang yang mengaku kristen tetapi hidup tidak ada bedanya dengan orang orang dunia ini menjadi demikian kabur sehingga tidak mencerminkan kemuliaan allah dan tidak menjadi kesaksian bagi kristus harold sama freligh ,0,0,Netral,Positive
 ku mau ngentot lobang pantatmu cantik km mampu tidak kontol urut besar ukuran jari setengah besar panjang km sanggup cantik ,0,1,Abusive,Negative
 edan ogah ,0,1,Abusive,Negative
kita harus bersiap dalam serangan yang dilakukan bangsa yahudi kita harus tingkatkan iman dan takwa kita kepada allah subhanahu wa taala kata yang khotbah ,0,0,Netral,Positive
 baca lagi hadisnya yang benar pensyariatan puasa asyura amp akikah bukan karena ittiba ikuti ajaran yahudi dan adat arab tapi karena para sahabat ittiba sunnah nabi gamis itu hukumnya mubah seperti sarung peci koko tidak a,0,0,Netral,Positive
 musik milenial memang sampah mending dibilang tua daripada jadi indie idiot maksud km indie di sini apa musik modern indie itu berasal dari musik independent bro dalam artian musisi tersebut tidak menggantung nasib pada pihak lain mandiri musisi old sudah indie sejak dulu ,0,1,Abusive,Negative
 he banyak orang munafik jaman sekarang ya kamu harus tau itu ,0,0,Netral,Positive
menjelang tahun baru tidak dapat ide buat makan sama dia kesini saja bro warung pempek palembang jalan wr supratman senggol budaya tohpati ,0,0,Netral,Positive
su pin siswi sekolah dasar katolik karya yosef istrinya ronaldo pardede su pin syiah oi deh gizi oi deh rode ronaldo pardede gizi ,0,0,Netral,Positive
 semua daerah bukannya sudah menyuarakan ganti presiden hanya kampung cebong yang belum xf xf x x ,1,1,Toxic,Negative
 wkwk terbayang monyet kera sakti xf xf x x xf xf x x ,0,0,Netral,Positive
fuyyyyyoooo babi laaa mindfuck sial sudah ada dalam kepala otak aku terpikir perkara jijik nih fuck ,1,1,Toxic,Negative
bangsat rocky gerung pendukung sebut kitab suci itu fiksi al alquran fiksi laknat kamu ,1,1,Toxic,Negative
 tidak itu aku mengelap mulutku pakai taplak meja ,0,0,Netral,Positive
 kelompok radikal mengkampanyekan secara terang lebih terang bahwa orang kristen haram hukumnya menjadi kepala daerah tetapi kita tidak akan membalas kita agama kasih ,0,0,Netral,Positive
ini ibu kota jakarta byar pet terus woooui kunyuk listrik naik terus mutu ambrol terus ,1,1,Toxic,Negative
 prabowo sudah kadaluarsa,1,0,Hatespeech,Negative
daya beli turun data kemiskinan di olah harga naik tak terjangkau kebutuhan hidup rakyat makin sulit kesenjangan semakin lebar hutang bengkak tak karuan bagi jabatan terus terjadi aset negara di jual tenaga kerja asing banjir dan lain lain ,1,0,Hatespeech,Negative
ketika memberikan pujian kepada dan tim yang super militan inilah yang membuat gerakan ganti presiden akan dihadang dengan berbagai cara insya allah kita tetap yakin prabowo anis matta solusi tepat buat negeri,1,0,Hatespeech,Negative
 oh iya kamu adalah bukan seram ya bang dan lo sarap ,1,1,Toxic,Negative
 susu onta ya hina ,0,0,Netral,Positive
 pernah dengar dulu sebelum ada rumor itu katanya memang ada yang namanya matthew tapi bukan orang indonesia nah itu dia yang bikin bingung tiba tiba muncul nama matthew soeharsono yang sekolah di sini rumahnya di sini sampai make foto martin tai kan ,0,1,Abusive,Negative
 orang yang tingkat kebenciannya tinggi sama rezim ini biasanya apa saja dianggap salah kok cuma dapat kok tidak stop kontrak saja tidak pernah ada bersyukurnya dasa pala kamu peang ,1,0,Hatespeech,Negative
 kecebong banyak bacot utang menumpuk di bocah petualang bagus infrastruktur cuma di bilang selesai semua bandara juga di akui cebong kamu kebangetan ya ,1,1,Toxic,Negative
melepaskan orang yang kamu cintai jauh lebih sulit dibanding menerima cinta yang baru yang asing bagi hatimu robot bijak bot zidan creative ,0,0,Netral,Positive
allah hu barbar perintahkan penggal kafir dibenarkan bang fahri allah hu barbar mengajarkan cocok penis ini benar ,1,1,Toxic,Negative
 menunggu serbuan onta pemuja turki ,1,1,Toxic,Negative
 jablay pacar gue kembalikan dulu bangsat gue mau belajar tidak jadi jadi xf xf x xad ,1,1,Toxic,Negative
 kurban pakai onta apa sapi xf xf x x ,0,0,Netral,Positive
anda yang ahli sejarah islam atau pakar islam silakan dibantah kebenaran informasi ini demi kebaikan bangsa negara,1,0,Hatespeech,Negative
 banyak banget lelaki berengsek di dunia ini dan nmudahan kamu tidak termasuk ya uniform resource locator,0,1,Abusive,Negative
 najis anjir gue masih suka lobang ,0,1,Abusive,Negative
ning teras lantai sebelah kamarmu saksi bisu hubungan mu sama aku ,0,0,Netral,Positive
jadi cewek bejat banget sih cy ,1,1,Toxic,Negative
anies sandi telah gagal memimpin daerah khusus ibukota bahkan sebelum dilantik,1,0,Hatespeech,Negative
 di katolik bisa dibatalkan kok pernikahannya tentunya dengan alasan ,0,0,Netral,Positive
 retweet digoyang sampai basah xf xf x xd dan dan horny memek colok memek colok memek jembut memek becek ngentot dan video ngentot vi xe x xa ,0,1,Abusive,Negative
 gereja suku banyak tata ibadah nyanyian bahkan cara berpakaian sesuai kebiasaan gereja lokal dan orang katolik pun bahkan sudah tidak dominan pakai latin lagi ,0,0,Netral,Positive
 mungkin ilmu agama anda sangat luas amp saleh tetapi saya ragu melihat sebagian akun yang anda follow alangkah lebih elok anda juga memberi contoh teman anda terlebih dahulu cara menyampaikan pendapat dengan bil hikmah salam,0,0,Netral,Positive
 tempat tidurnya di ruang kerjanya di bisa jadi saksi bisu nih xf xf x x ,0,0,Netral,Positive
 part anjing enak banget sih ganteng bertato merasakan setiap sodokan kontol gue xf xf x xa xf xf x xa uniform resource locator,0,1,Abusive,Negative
 agama yang memiliki kitab suci kalau enggak memiliki kitab suci ya cuek saja bro ,0,0,Netral,Positive
 hentakan manja dari anak kuliahan katanya penasaran ingin mencoba bool ya sudah adek kasih saja asal kan tidak tanggung jawab k xe x xa ,0,1,Abusive,Negative
 selanjutnya lengserkan jokowi,1,0,Hatespeech,Negative
 presiden saya ingin mendengar laporan detail mengenai persiapan baik infrastruktur tempat maupun non tempat dan persiapan teknis pelaksanaan jokowi pacu promosi asian games yukpromosikanasiangames,0,0,Netral,Positive
makcik cina sebelah katil no nih walau dia sudah pinda buat tapi dia ingat juga kebaikan dan pertolongan selama berjiran hari nih dia datang bagi buah tangan alhamdulillah sungguh baik anti cina xf xf x xd terima kasih ,0,0,Netral,Positive
 ini apik biyat senang aku nyawang foto ini presiden jancuk dan semoga yang disamping berkenan jadi wakil presidennya minimal penasihat presiden jancuker huhu xf xf x x ,1,1,Toxic,Negative
 gue yakin banget itu tim sukses yang berbicara juga bukan siapa apa dibanding imbal jasa penjaminan itu contoh politik busuk dari tim anies sandi,1,1,Toxic,Negative
otak kadal diktator jokowi itu tukang tipu biadab dia janji mau menyelesaikan pelanggaran ham eh malah gebuk partai komunis indonesia,1,1,Toxic,Negative
 lebih baik pilih ahok daripada pilih yang se iman tetapi koruptor dan munafik bodoh kamu,1,1,Toxic,Negative
 sumpah tidak lucu banget jadikan autis bahan bercandaan ,0,0,Netral,Positive
 mengandung ekstrak lidah buaya tidak mengandung alkohol memiliki rasa manis tidak bereaksi terhadap obat lain ,0,0,Netral,Positive
bekasi panasnya sinting ,0,1,Abusive,Negative
 goblok makanya ilmu itu dipelihara otakmu sudah usang benaran din ,1,1,Toxic,Negative
pak sebagai muslim anda harus diintrogasi mengatakan tuhan menciptakan segala sesuatu berpasangan,1,0,Hatespeech,Negative
 tidak perih pada luka sariawan dan kemasanya finger off yang tidak bersentuhan dengan luka dan mengandung ekstrak lidah buaya dan aman digunakan bayi amp anak anak dan memiliki rasa manis dan tidak bereaksi terhadap obat lain dan t,0,0,Netral,Positive
memang kalau mau pacaran harus punya pacar dulu ya terus kalau kita mau sarapan harus jadi sarap dulu begitu galau ,0,1,Abusive,Negative
 jadi terngiang kisah kisah ibu bapak yang dulu tak memiliki gawai gawai mutakhir surat menjadi saksi bisu rasa rindu mereka tulisan tangan yang dibalas dalam waktu lama tidak dibalas langsung ataupun sebentar setidaknya hati bisa tenang sejenak,0,0,Netral,Positive
pendapat om rocky bukan hal yang baru bahkan cenderung ketinggalan coba kalian bayangkan tahun yang lalu sudah ada anak bangsa yang berpendapat bahwa kitab suci itu fiksi yang diyakini jika itu menista agama mengapa pada saat itu tidak diproses hukum ,0,0,Netral,Positive
 haha manusia jadian no ganti presiden ganti presiden ganti presiden nyata untuk perubahan indonesia ,1,0,Hatespeech,Negative
semakin seru keika us menaikkan biaya tarif untuk produk tambahan mereka ke cina yang bernilai miliar usd ketika publik dan parlemen us menyutujui ini kita bisa lihat apakah cina bisa membalas atau bahkan hanya keteteran tapi ujungnya indonesia,0,0,Netral,Positive
peristiwa mei refleksi puncak kemarahan rakyat pada rezim militeristik maukah kita presiden militeristik yang sudah terbukti membuat indonesia bangkrut ,1,0,Hatespeech,Negative
 betul kali itu herannya aku kenapa warga jakarta tidak mencari tau kenapa dia dipecat dari menteri jokowi anies di pecat karena bodoh tolol fakir ide miskin nalar sang presiden bukan habis beliau perhatikan si,1,1,Toxic,Negative
subhanallah apalagi kalau ahok sampai divonis tidak bersalah naudzubillahimindzalik tanda wajib lengserkan jokowi,1,0,Hatespeech,Negative
 suka gue mau di ekspresikan di mana presiden kita gue tidak memilih dia itu nya kalau menyadari banyak hater harusnya tau diri bukan malah makin edan sibuk menipu rakyat ,1,1,Toxic,Negative
 ih sipit ingin tau xf xf x xd ,0,0,Netral,Positive
 ini harus menjadi perhatian utama ternyata seorang pilot pun sudah terjangkit kedengkian akut kredibilitas amp nama baik maskapai penerbangan papan atas dipertaruhkan betapa mahalnya citra airlines sek,0,0,Netral,Positive
 haha kenapa bisa tidak asing kamu sudah pernah melihatku sebelumnya hem ,0,0,Netral,Positive
dukungan anti hoaks dan pilihan kepala daerah damai oleh warga dan perlindungan masyarakat keluarga menginden jangkungan sukolilo susilo bambang yudhoyono,0,0,Netral,Positive
sumpah gue puasa ini selama hari ini kalau sudah jam sore langsung otak pentium lemot najis dan meeting sampai di coel coel karena gue bengong ditanya tadi sahur apa tidak haha ,0,1,Abusive,Negative
 mohon maaf apa hubungannya tes dna sama partai komunis indonesia apa ideologi dan pandangan politik bisa diturunkan secara genetik ,0,0,Netral,Positive
 hati penyakit onta gila pasukan daster kampret kamu oi hijau dan seterusnya kemarin yang rusuh di markas komando brigade mobil siapa ya coba mengomongnya di depan mereka mulutnya bisa langsung dibuat bergedel ,1,1,Toxic,Negative
 om ini xf xf x x menggoda banget pamer kontol besar bikin pikiran terbawa arus cinta xf xf x x uniform resource locator,0,1,Abusive,Negative
 bikin kacau kekacauan dimana mana di indonesia dan kriminal ilegal mati saja kamu uniform resource locator,1,0,Hatespeech,Negative
 enaaaak banget kamu meminta maaaf dan proses hukum harus tetap berjalan dan biar bajingan kayak dia ini kapok xf xf x xa xf xf x xa xf xf x xa xf xf x x mohon xe x xa ,1,1,Toxic,Negative
 prabowo ketularan mencla mencle amien rais uniform resource locator,1,1,Toxic,Negative
komisi pemilihan umum komisi pemelihan umum kota cimahi menetapkan sebanyak jiwa masuk dalam daftar pemilih tetap dapat dan bisa menyalurkan hak pilihnya pada pemilihan gubernur pilihan gubernur jawa barat mendatang ,0,0,Netral,Positive
menolak lupa rt tentang peristiwa kami sepakat dengan kivlan zen bukan prabowo yang harus bertanggung jawab tetapi wiranto,1,0,Hatespeech,Negative
 manis manis idiot nih orang ,1,1,Toxic,Negative
sekalinya lagi mengecek perintilan eh nilai ada yang menyangkut silit ,0,1,Abusive,Negative
para ulama mengajarkan tentang bagaimana harus saling menghormati antar sesama walaupun berbeda agama suku bahasa dan budaya,0,0,Netral,Positive
dunia adalah penjara bagi orang beriman dan surga bagi orang kafir hari muslim ,0,0,Netral,Positive
 waaah ibu kamu sih prq gerwani di gnkbenkz babi sipit bagaimana bentuk adikmu nanti ya choong kamu saja sudah hancur hasil dintht kuda bagaimana sama babi sipit ngooaaahahaaa pantas saja keluarga hewan xf xf xa xa ,1,1,Toxic,Negative
lucunya adalah kak pacar menyadarkan ini telat banget guys gue rasa pengaruh micin itu memang bikin kita slow respon agak bolot begitu dia terbirit birit menelpon gue pas sudah di pintu panik mencarikan camilannya dong dan dan sayang ketinggalan camilanku ada di kita dan orang gila xf xf x xad xf xf x xad xf xf x xad ,0,1,Abusive,Negative
 politik agama membuat masyarakat terpolarisasi karakter sosial media juga membuat orang orang mudah terpolarisasi apalagi yang emosian fanatisme kelompok yang membabi buta itu dibawa ke keseharian menurutku ya ,0,0,Netral,Positive
maju terus pak ,0,0,Netral,Positive
 politisi gerindra meminta jokowi tak banyak omong uniform resource locator presiden harus banyak omong kalau tidak di kr bisu ,1,0,Hatespeech,Negative
menasbihkan diri sebagai ustad tetapi mulutnya seperti jamban sifatnya penuh kedengkian kebencian ketamakan rakus berwajah licik itulah sih tungku meledak sang provokator bertameng agama ,1,1,Toxic,Negative
dan anehnya juga orang yang tidak suka gue sukanya merong merong begitu padahal gue biasa saja lah ya biarkan saja yang penting duit gue mengalir begitu saja sih xf xf x x xf xf x x xf xf x x kalau seandainya gue tidak jadi diri sendiri itu tidak nyaman,0,0,Netral,Positive
yang genting tahta nya sih takut di lengserkan maka nya dia bungkam semua organisasi masyarakat dan buat aturan pt ,1,0,Hatespeech,Negative
demo adalah demo stres frustrasi dan gagal tadinya demo itu menjadi demo massal dengan ratusan ribu dan uniform resource locator,1,0,Hatespeech,Negative
 terbaik tak pernah eksis zaman rejim najib xe xc xc ,0,0,Netral,Positive
cina usir saja semua dari indonesia kita lihat siapa yang miskin lebih dahulu,1,0,Hatespeech,Negative
 iya sih kalau gue bandingkan sama yang lain budak cinta banget dulu kamu ke gue anjing pantas saja digosipkan ,0,1,Abusive,Negative
 alhamdulillah kami semua lebih cerdas dan lebih mengerti lagi dengan isu partai komunis indonesia yang sudah tidak laku dan mulai di hembuskan lagi demi syahwat politik love kamu islamku dan love kamu nusantaraku ,0,0,Netral,Positive
 belum dikurangi biaya rumah sakit karena kena racunnya sudah lah ustaz cuma gerombolan berudu dungu yang tertarik usaha beginian ,1,1,Toxic,Negative
 catet satu cebong kader komunis indonesia ,1,1,Toxic,Negative
jatuh dari ketinggian luar biasa dan aku masih hidup tanpa cacat bukankah inu karunia ya kepalaku hanya mengalami pendarahan otak di dalam sedikit kata dokter tak apa tak perlu operasi alhamdulillah ,0,0,Netral,Positive
 soalnya dia budek kayak bolot om itu kuping nya kotor seperti hatinya ,1,1,Toxic,Negative
kamu boleh bangga politik indonesia masuk hitungan amerika dan cina tapi sayang dihitung buat dijajah,1,0,Hatespeech,Negative
 dari seteru ayah anak mau menembak meleset eh kakaknya juga diincar sinting kan xf xf x x ,0,1,Abusive,Negative
 mana enak begitu doang ngewe dong ,0,1,Abusive,Negative
 hypertext transfer protocol over secure socket layer ngentot ronde setelah subuhan oh crottttt uniform resource locator,0,1,Abusive,Negative
 berarti yang memilih anies sandi goblok kok mau dikadali saracen jelas jelas bajingan kok kenak kamu ya,1,1,Toxic,Negative
 lebih geblek kalau sudah menikah malah suka menelponi terus kak xf xf x x xf xf x x xf xf x x xf xf x x ,0,1,Abusive,Negative
 kasih pantun permata dipoles menjadi batu yang indah burung srigunting memelas hati pak raden gerindra partai keadilan sejahtera sekutu menuju segajah yang penting ganti presiden ,1,0,Hatespeech,Negative
memang iblis punya perangai yang buat kucing macam itu zzzzzzzz tak sanggup aku tegak xf xf x xad ,0,1,Abusive,Negative
 mau coba kontol kejepit gue het ,0,1,Abusive,Negative
 logikanya kemana sih orang ini xf xf x x hubungan pt sama rezim takut kalah itu apa npt itu di buat tahun era siapa itu asal bunyi saja xf xf x x ,0,0,Netral,Positive
eng ing eng komisi pemberantasan korupsi periksa gubernur dan calon wakil gubernur sumatra utara ijeck sah,0,0,Netral,Positive
 penistaan bencong ,0,0,Netral,Positive
 thailand negara di asia yang cowoknya punya kontol besar uniform resource locator,0,1,Abusive,Negative
 karena dalam puisi ibu indonesia jelas dan spesifik ke agama ter tentu seperti azan dan syariat islam itu terlalu tendensius di sini apakan sebagai media jurnalistik paham perbedaan struktur kalimat serta pemilihan kata yang dig,0,0,Netral,Positive
jujur gue sulit melupakan kamu di saat gue sibuk melupakan kamu kamu malah kelihatan biasa saja bangkai tidak sih kamu ,1,1,Toxic,Negative
 yang benar kamu lee teorinya kalau netflix season kacrut makin terbukti nih xf xf x x ,0,1,Abusive,Negative
 utang meroket rupiah anjlok ekonomi nyungsep infrastruktur ambruk bbm naik daya beli turun diserbu impor ratusan ton narkoba diserbu tenaga kerja asing duit triliun digondol taipan dan ,1,0,Hatespeech,Negative
 hanya orang bodoh yang pilih sontoloyo ,1,1,Toxic,Negative
 taplak meja kayaknya ,0,0,Netral,Positive
 memang cuma babi yang punya buntut hihi mungkin kamu unicorn ,0,0,Netral,Positive
 xe x x karena kamu semua tidak pernah menanggapi gue iya memang tidak selalu mengacang sih tapi please kamu semua kayak mandang gue dasar autis kerjaannya main handphone mulu please gue ini cari pelampiasan kamu semua tidak ada di posisi gue jadi tidak usah banyak,0,0,Netral,Positive
 congor rusak makin muak orang melihat orang ini ,1,1,Toxic,Negative
melawan indonesia belanda dipastikan menggunakan meriam bom sedangkan indonesia mengandalkan meriam bellina ,0,0,Netral,Positive
 berbicara apa sih kontol ,1,1,Toxic,Negative
 ayo kita ganti presiden setuju bang eh tetapi siapa gantinya goblok tolol kunyuk malah bertanya ya kita cari bareng kocak nooo begitu bang dan inilah drama kumpulan celeng dungu kalau,1,1,Toxic,Negative
cebong kalau lihat duit pura budek pasti dan menolak lupa lihat budek uniform resource locator,1,1,Toxic,Negative
 itu biar menyambung yu semua geblek ,1,1,Toxic,Negative
tegas bukan keras beda kata beda pula tafsirannya ,0,0,Netral,Positive
 boleh baca dengan lebih lanjut di,0,0,Netral,Positive
terkait dengan misi ini kita tinggal melihat bagaimana kelompok tokyo dan washington akan mengeksekusi indonesia lewat politik mulai ini seberapa kuat geng cina komunis mewarnai kebijakan rezim partai demokrasi indonesia perjuangan jokowi yang diperkirakan oleh pasar akan tumbang,0,0,Netral,Positive
ganyang partai komunis indonesia dengan segala anteknya uniform resource locator,1,0,Hatespeech,Negative
pengendalian diri namun sudah muak orang lain terlalu menyepelekan aku takut dan cukup lelah egoisme membuatku ingin menjadi sepenuhnya sih jahat bajingan ,1,1,Toxic,Negative
 siklus couple an dan dan beda rasa dan rasa asing dan break dan break up dan sudah begitu saja terus dan kalau merasa tak sama seperti dulu coba saling terbuka itu biasa nya karena ada nya kurang komunikasi atau ketidak pekaan di satu pihak xf xf x x,0,0,Netral,Positive
 tante tidak tahan dientot kontol gede uniform resource locator,0,1,Abusive,Negative
 mabuk onta arab bro xf xf xa xa xf xf xa xa ,0,1,Abusive,Negative
 next ambil alih raisa dari tangan asing tambah banyak lagi bani kampret yang kelojotan hue ,1,1,Toxic,Negative
hem sepertinya bahaya kalau sampai pilihan calon wakil presiden ke dia juga bisa kejadian lagi menuruni presiden paksa kayak ahok dulu yang maju akhirnya calon wakil presidennya mungkin menang kalah tetap menang jago juga strateginya kayak tidak ada calon wakil presiden lain saja yang benar ,1,0,Hatespeech,Negative
karena mereka itu kere dan miskin tak punya hak tanah belaga sombong bedebah semua mereka,1,1,Toxic,Negative
 hal tak mengenakan yang bisa terjadi saat bercinta dan cara mengatasinya via ,0,0,Netral,Positive
 mau protes saja sama presiden kalau kayak begini jadinya ,0,0,Netral,Positive
di dunia maya seseorang di nilai dari tulisannya jika tulisannya alay mk alay lah orangnya jika tulisannya formal mk formal lah orangnya ,0,0,Netral,Positive
keluarlah wahai setan miskin ,0,1,Abusive,Negative
 kelihatan asal bunyi susilo bambang yudhoyono tidak pernah dukung jokowi tong demokrat masuk oposisi waduh kok tambah kelihatan ngawur begini gembel warung internet yang satu ini haha ,1,1,Toxic,Negative
bodoh fake haram ,0,1,Abusive,Negative
pemerintahan gus ipul dan puti ke depan akan memperkuat program nawacita presiden jokowi di jawa timur rakyatbrsamajkw,0,0,Netral,Positive
 berdasarkan pengalamanmu rekomendasi organisasi apa yang harus diikuti mahasiswa aku chat,0,0,Netral,Positive
allan nairn ini yang akan terjadi kalau prabowo jadi presiden,0,0,Netral,Positive
menyerang islam mestilah dilakukan oleh orang islam ini berlaku sekian lama orang islam yang menyerang islam akan dipelihara oleh kafir seperti yang mana salman rusdhi lelaki islam yang disimpan di united kingdom sehingga diangkat dengan tinggi oleh negara bukan islam ,0,0,Netral,Positive
 bajingan inter itu tim top dan hebat lazio itu yang sampah ,1,1,Toxic,Negative
 wendy kunyuk bukan wandy memang saya lelaki apa tat ,0,1,Abusive,Negative
 najib tokoh islam islam pak munafik korup dan zalim itu islam palsu umno ada lah ,1,1,Toxic,Negative
 mau bangkai burik apa blangsak berengsek ,0,1,Abusive,Negative
 semoga besok jadi ribu kg agar bani cebong merasakan pahit nya dan segera sadar ,1,1,Toxic,Negative
 dewan perwakilan rakyat itu kaum botol alias bodoh bin tolol otak isinya cuma bagaimana caranya bisa dapat duit bancakan ,1,1,Toxic,Negative
 seng tidak senang islam nusantara partai komunis indonesia ,1,0,Hatespeech,Negative
alangkah rugi dan nista di ke abadian jika manusia yang tercipta dari saripati tanah tapi kembalinya di neraka negara kesatuan republik indonesia butuh koboi holistik iman ,1,1,Toxic,Negative
 mersing saya ingat dia timbalan presiden kapan salahuddin ayub tidak akan ke mana kalau buat begitu,0,0,Netral,Positive
tadi beli dapat b semua dan sudah firasat hoki taunya rank turun kampret uniform resource locator,0,1,Abusive,Negative
kopi robusta pagar alam ditanam oleh belanda pada an,0,0,Netral,Positive
sori bukan munafik dan gimanapun suka nya gue atau sesering apapun gue having sex bukan berarti gue suka melihat akun akun anonim pakai ava kontol seliweran di lini masa atau notifikasi gue dan jadi sori banget kalau akun kamu mesti gue blokir ,0,1,Abusive,Negative
priski bolot banget ,1,1,Toxic,Negative
 semoga setya novanto mati jadi bangkai di trotoar mayatnya dimakan semut merah ,1,1,Toxic,Negative
 jokowi memilih yang cerdas kali bukan anak buatan ,1,0,Hatespeech,Negative
itulah sebabnya secara ekonomi rencana tersebut dinilai berbahaya pasalnya dana murah tadi bersifat dana jangka pendek ,0,0,Netral,Positive
kebijakan pemerintah yang memikirkan umat islam menjadi indikator kembali terpilihnya presiden jokowi sebagai salah satu muslim berpengaruh di dunia lantaran diterima di kalangan muslim dengan baik tokoh muslim berpengaruh themuslim ,0,0,Netral,Positive
anda lapar sesaat hidup mewah di suriah mereka hidup sengsara sama karena islam muhammad bejat dipercaya nabi,1,1,Toxic,Negative
allah subhanahu wa taala tuhan gadungan memang harus dibuang ke jamban menjorokkan terus,1,1,Toxic,Negative
 karena sekarang banci juga merokok ,0,1,Abusive,Negative
begal arab buta huruf malah dinabikan begal sadis kelompok lampung yang rampok dan bunuh karyawati dibekuk,1,1,Toxic,Negative
 prabowo pengecut menuduh elite goblok dan maling secara serampangan kalau jantan dia harus menyebut nama orangnya kalau tidak berani berarti banci kemungkinan yang dia maksud semua ketua umum partai lawan politiknya haha salam periode ,1,1,Toxic,Negative
 padahal kebaya buat melestarikan budaya dan salah satu cara biar tidak corat coret ,0,0,Netral,Positive
 saya sendiri berpendapat tak semua manusia sempurna ada yang dilahirkan cacat ada yang terencat dan seperti keadaan lgbt mereka ada masalah secara batin alhamdulillah ke ranah kita ada agama kita tau kenapa kita tak boleh nak,0,0,Netral,Positive
 mana datanya banyak bacot saja ,1,1,Toxic,Negative
 dulu banget ada tetapi karena memutuskan terjun sebagai kontra rezim foto foto lama sudah dihapusi jadi hanya tinggal memori gumpalan pixel abang telat sih kenapa tidak follow dari dulu he ,0,0,Netral,Positive
 iya dizaman jokowi indonesia tambah mundur,1,0,Hatespeech,Negative
ass tahun pasti presiden baru,0,0,Netral,Positive
 kalau mengepal kontol itu kamu enak ,0,1,Abusive,Negative
baru tau ada akun mempromosikan gigolo pas dilihat yang minat booking laki lah dijadikan gay fix yang punya akun bencong najis ngentot ,1,1,Toxic,Negative
 tidak jelas kamu kampang ,1,1,Toxic,Negative
 gue tidak bisa ngewe anjir ,0,1,Abusive,Negative
 ini islam tapi pikiran fasis sekaligus komunis yang benar hanya satu menurut dia kita bukan hewan kita manusia yang punya hak berpikir perbedaan adalah rahmah ,0,0,Netral,Positive
 kalau itu tidak ada perdebatan hindu nusantara yang benar ,0,0,Netral,Positive
 dengar di morowali sana lagi buka lowongan kerja sebanyak kalau pekerja tetapi isu yang beredar menguatkan bahwa pekerja yang bakal diterima cuma an inikah penyebabnya dan kendari adalah,0,0,Netral,Positive
 begokkkkkk dasar otak onta pikiran mesummm rakyat yang sudah tercekik ekonomi makin dicekik dengan pajak semakin tinggi tetapi pemerintah daerah daerah khusus ibukota dan dewan perwakilan rakyat daerah foya dengan duit pajak ,1,1,Toxic,Negative
